Fiscal Year,Fund,Department,Class ID,Class,Total
2017,Grants Revenue Fund,First Judicial District,200,Purchase of Services,1008491019.0
2017,Grants Revenue Fund,First Judicial District,500,"Contributions, Indemnities, Refunds, Taxes",100000.0
2017,Grants Revenue Fund,First Judicial District,800,Payments to Other Funds,43856434.0
2017,Grants Revenue Fund,First Judicial District,900,Advances & Other Misc Payments,203800585.0
2017,Aviation Fund,Oit,100,Personal Services,257908.0
2017,Aviation Fund,Oit,300,"Materials, Supplies & Equipment",720000.0
2017,Aviation Fund,Oit,200,Purchase of Services,9024238.0
2017,Aviation Fund,Mdo - Office of Fleet Mgmt.,100,Personal Services,1364188.0
2017,Aviation Fund,Mdo - Office of Fleet Mgmt.,300,"Materials, Supplies & Equipment",1493000.0
2017,Aviation Fund,Mdo - Office of Fleet Mgmt.,200,Purchase of Services,588000.0
2017,Aviation Fund,Mdo - Ofm - Vehicle Purch.,300,"Materials, Supplies & Equipment",4800000.0
2017,Aviation Fund,Police,100,Personal Services,15666636.0
2017,Aviation Fund,Police,300,"Materials, Supplies & Equipment",93000.0
2017,Aviation Fund,Police,200,Purchase of Services,77500.0
2017,Aviation Fund,Fire,100,Personal Services,6563366.0
2017,Aviation Fund,Fire,300,"Materials, Supplies & Equipment",125000.0
2017,Aviation Fund,Fire,200,Purchase of Services,15000.0
2017,Aviation Fund,Fire,800,Payments to Other Funds,23000.0
2017,Aviation Fund,Public Property,200,Purchase of Services,26900000.0
2017,Aviation Fund,Finance,200,Purchase of Services,4146000.0
2017,Aviation Fund,Finance - Emp. Benefits,100,Personal Services,59194271.0
2017,Aviation Fund,Finance - Indemnities,500,"Contributions, Indemnities, Refunds, Taxes",2512000.0
2017,Aviation Fund,Sinking Fund Comm,700,Debt Service,139626331.0
2017,Aviation Fund,City Rep/Commerce,100,Personal Services,47716649.0
2017,Aviation Fund,City Rep/Commerce,300,"Materials, Supplies & Equipment",13896000.0
2017,Aviation Fund,City Rep/Commerce,200,Purchase of Services,103125441.0
2017,Aviation Fund,City Rep/Commerce,500,"Contributions, Indemnities, Refunds, Taxes",4205000.0
2017,Aviation Fund,City Rep/Commerce,800,Payments to Other Funds,24625000.0
2017,Aviation Fund,Law,100,Personal Services,1563803.0
2017,Aviation Fund,Law,300,"Materials, Supplies & Equipment",24357.0
2017,Aviation Fund,Law,200,Purchase of Services,432439.0
2017,Aviation Fund,Off of Sustainability,100,Personal Services,63873.0
2017,Aviation Fund,Off of Sustainability,200,Purchase of Services,30000.0
2017,Aviation Fund,Off of Sustainability,100,Personal Services,132390694.0
2017,Aviation Fund,Off of Sustainability,300,"Materials, Supplies & Equipment",21151357.0
2017,Aviation Fund,Off of Sustainability,200,Purchase of Services,144338618.0
2017,Aviation Fund,Off of Sustainability,500,"Contributions, Indemnities, Refunds, Taxes",6717000.0
2017,Aviation Fund,Off of Sustainability,700,Debt Service,139626331.0
2017,Aviation Fund,Off of Sustainability,800,Payments to Other Funds,24648000.0
2017,Community Development Fund,Office of Housing,100,Personal Services,4395140.0
2017,Community Development Fund,Office of Housing,300,"Materials, Supplies & Equipment",271000.0
2017,Community Development Fund,Office of Housing,200,Purchase of Services,56430419.0
2017,Community Development Fund,Office of Housing,800,Payments to Other Funds,25000.0
2017,Community Development Fund,Licenses & Inspections,100,Personal Services,514818.0
2017,Community Development Fund,Finance - Emp. Benefits,100,Personal Services,4082031.0
2017,Community Development Fund,Finance - C.D.B.G.,900,Advances & Other Misc Payments,20000000.0
2017,Community Development Fund,Commerce,100,Personal Services,935454.0
2017,Community Development Fund,Commerce,300,"Materials, Supplies & Equipment",8000.0
2017,Community Development Fund,Commerce,200,Purchase of Services,5707501.0
2017,Community Development Fund,Law,100,Personal Services,154637.0
2017,Community Development Fund,City Planning,100,Personal Services,280000.0
2017,Community Development Fund,City Planning,100,Personal Services,10362080.0
2017,Community Development Fund,City Planning,300,"Materials, Supplies & Equipment",279000.0
2017,Community Development Fund,City Planning,200,Purchase of Services,62137920.0
2017,Community Development Fund,City Planning,800,Payments to Other Funds,25000.0
2017,Community Development Fund,City Planning,900,Advances & Other Misc Payments,20000000.0
2017,Car Rental Tax Fund,Sinking Fund,200,Purchase of Services,6000000.0
2017,Car Rental Tax Fund,Sinking Fund,200,Purchase of Services,6000000.0
2017,Housing Trust Fund,Ohcd,100,Personal Services,1250000.0
2017,Housing Trust Fund,Ohcd,200,Purchase of Services,22250000.0
2017,Housing Trust Fund,Ohcd,100,Personal Services,1250000.0
2017,Housing Trust Fund,Ohcd,200,Purchase of Services,22250000.0
2017,Acute Care Hospital Assessment Fund,Public Health,100,Personal Services,3992653.0
2017,Acute Care Hospital Assessment Fund,Public Health,300,"Materials, Supplies & Equipment",81000.0
2017,Acute Care Hospital Assessment Fund,Public Health,200,Purchase of Services,5174083.0
2017,Acute Care Hospital Assessment Fund,Public Health,800,Payments to Other Funds,1500000.0
2017,Acute Care Hospital Assessment Fund,Public Health - State Pmt.,200,Purchase of Services,149000000.0
2017,Acute Care Hospital Assessment Fund,Finance,100,Personal Services,75000.0
2017,Acute Care Hospital Assessment Fund,Finance - Emp. Benefits,100,Personal Services,268264.0
2017,Acute Care Hospital Assessment Fund,Revenue,100,Personal Services,30000.0
2017,Acute Care Hospital Assessment Fund,Revenue,300,"Materials, Supplies & Equipment",15000.0
2017,Acute Care Hospital Assessment Fund,Revenue,100,Personal Services,4365917.0
2017,Acute Care Hospital Assessment Fund,Revenue,300,"Materials, Supplies & Equipment",96000.0
2017,Acute Care Hospital Assessment Fund,Revenue,200,Purchase of Services,154174083.0
2017,Acute Care Hospital Assessment Fund,Revenue,800,Payments to Other Funds,1500000.0
2017,Pension Fund,Board of Pensions,100,Personal Services,7170000.0
2017,Pension Fund,Board of Pensions,300,"Materials, Supplies & Equipment",138000.0
2017,Pension Fund,Board of Pensions,200,Purchase of Services,2475000.0
2017,Pension Fund,Board of Pensions,800,Payments to Other Funds,125000.0
2017,Pension Fund,Board of Pensions,100,Personal Services,7170000.0
2017,Pension Fund,Board of Pensions,300,"Materials, Supplies & Equipment",138000.0
2017,Pension Fund,Board of Pensions,200,Purchase of Services,2475000.0
2017,Pension Fund,Board of Pensions,800,Payments to Other Funds,125000.0
2017,Water Residual Fund,Water,800,Payments to Other Funds,34724000.0
2017,Water Residual Fund,Water,800,Payments to Other Funds,34724000.0
