"FY","FM","Char","Character Title","Sub-obj","Sub-object Title","Fund","Dept","Original Appn Balance","Total  (Original Appn Balance) No.8","Total  (Original Appn Balance) No.7","Total  (Original Appn Balance) No.6","Total  (Original Appn Balance) No.5","Total  (Original Appn Balance) No.4","Total  (Original Appn Balance) No.3","Total  (Original Appn Balance) No.2","Total  (Original Appn Balance) No.1","Fund Title","Department Title"
2017,1,"03","03 MATERIALS AND SUPPLIES","0304","BOOKS AND OTHER PUBLICATIONS        0304","010","01",30000.00,16355093.00,16355093.00,16355093.00,16355093.00,140750.00,140000,140000.00,16355093.00,"010 GENERAL OPERATING FD","01 CITY COUNCIL"
2017,1,"03","03 MATERIALS AND SUPPLIES","0305","BUILDING AND CONSTRUCTION           0305","010","01",750.00,16355843.00,16355843.00,16355843.00,16355843.00,141500.00,750,750.00,16355843.00,"010 GENERAL OPERATING FD","01 CITY COUNCIL"
2017,1,"03","03 MATERIALS AND SUPPLIES","0309","CORDAGE AND FIBERS                  0309","010","01",1000.00,16356843.00,16356843.00,16356843.00,16356843.00,142500.00,1000,1000.00,16356843.00,"010 GENERAL OPERATING FD","01 CITY COUNCIL"
2017,1,"03","03 MATERIALS AND SUPPLIES","0310","ELECTRICAL AND COMMUNICATION        0310","010","01",3500.00,16360343.00,16360343.00,16360343.00,16360343.00,146000.00,3500,3500.00,16360343.00,"010 GENERAL OPERATING FD","01 CITY COUNCIL"
2017,1,"03","03 MATERIALS AND SUPPLIES","0313","FOOD                                0313","010","01",7500.00,16367843.00,16367843.00,16367843.00,16367843.00,153500.00,7500,7500.00,16367843.00,"010 GENERAL OPERATING FD","01 CITY COUNCIL"
2017,1,"03","03 MATERIALS AND SUPPLIES","0316","GENERAL HARDWARE AND MINOR TOOLS    0316","010","01",1000.00,16368843.00,16368843.00,16368843.00,16368843.00,154500.00,1000,1000.00,16368843.00,"010 GENERAL OPERATING FD","01 CITY COUNCIL"
2017,1,"03","03 MATERIALS AND SUPPLIES","0318","JANITORIAL, LAUNDRY AND HOUSEHOLD   0318","010","01",5000.00,16373843.00,16373843.00,16373843.00,16373843.00,159500.00,5000,5000.00,16373843.00,"010 GENERAL OPERATING FD","01 CITY COUNCIL"
2017,1,"03","03 MATERIALS AND SUPPLIES","0320","OFFICE MATERIALS AND SUPPLIES       0320","010","01",90000.00,16463843.00,16463843.00,16463843.00,16463843.00,249500.00,90000,90000.00,16463843.00,"010 GENERAL OPERATING FD","01 CITY COUNCIL"
2017,1,"03","03 MATERIALS AND SUPPLIES","0324","PRECISION, PHOTOGRAPHIC AND ARTISTS 0324","010","01",1500.00,16465343.00,16465343.00,16465343.00,16465343.00,251000.00,1500,1500.00,16465343.00,"010 GENERAL OPERATING FD","01 CITY COUNCIL"
2017,1,"03","03 MATERIALS AND SUPPLIES","0325","PRINTING                            0325","010","01",110000.00,16575343.00,16575343.00,16575343.00,16575343.00,361000.00,110000,110000.00,16575343.00,"010 GENERAL OPERATING FD","01 CITY COUNCIL"
2017,1,"04","04 EQUIPMENT","0420","OFFICE EQUIPMENT                    0420","010","01",25000.00,16600343.00,16600343.00,16600343.00,16600343.00,25000.00,25000,25000.00,16600343.00,"010 GENERAL OPERATING FD","01 CITY COUNCIL"
2017,1,"04","04 EQUIPMENT","0423","PLUMBING/AIR CONDITIONING/SPACE HTG 0423","010","01",4000.00,16604343.00,16604343.00,16604343.00,16604343.00,29000.00,4000,4000.00,16604343.00,"010 GENERAL OPERATING FD","01 CITY COUNCIL"
2017,1,"04","04 EQUIPMENT","0427","COMPUTER EQUIPMENT & PERIPHERALS    0427","010","01",60000.00,16664343.00,16664343.00,16664343.00,16664343.00,89000.00,60000,60000.00,16664343.00,"010 GENERAL OPERATING FD","01 CITY COUNCIL"
2017,1,"04","04 EQUIPMENT","0430","FURNITURE AND FURNISHINGS           0430","010","01",60650.00,16724993.00,16724993.00,16724993.00,16724993.00,149650.00,60650,60650.00,16724993.00,"010 GENERAL OPERATING FD","01 CITY COUNCIL"
2017,1,"05","05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES","0599","OTHER EXPENSES (NOC)                0599","010","01",100.00,16725093.00,16725093.00,16725093.00,16725093.00,100.00,100,100.00,16725093.00,"010 GENERAL OPERATING FD","01 CITY COUNCIL"
2017,1,"08","08 PAYMENTS TO OTHER FUNDS","0800","PMT TO OTHER FUNDS CONTROL          0800","010","01",100.00,16725193.00,16725193.00,16725193.00,16725193.00,100.00,100,100.00,16725193.00,"010 GENERAL OPERATING FD","01 CITY COUNCIL"
2017,1,"09","09 ADVANCES & OTHER MISC PAYMENTS","0999","STANDBY AUTHORIZATIONS              0999","010","01",100.00,16725293.00,16725293.00,16725293.00,16725293.00,100.00,100,100.00,16725293.00,"010 GENERAL OPERATING FD","01 CITY COUNCIL"
2017,1,"01","01 PERSONAL SERVICES","0101","PERM FULL TIME-CIVILIAN             0101","010","03",1059188.00,17784481.00,17784481.00,17784481.00,1059188.00,1059188.00,1059188,1059188.00,17784481.00,"010 GENERAL OPERATING FD","03 MAYOR'S OFFICE-LABOR RELATIONS"
2017,1,"01","01 PERSONAL SERVICES","0161","OVERTIME-CIVILIAN                   0161","010","03",23604.00,17808085.00,17808085.00,17808085.00,1082792.00,1082792.00,23604,23604.00,17808085.00,"010 GENERAL OPERATING FD","03 MAYOR'S OFFICE-LABOR RELATIONS"
2017,1,"02","02 PURCHASE OF SERVICES","0211","TRANSPORTATION                      0211","010","03",500.00,17808585.00,17808585.00,17808585.00,1083292.00,500.00,500,500.00,17808585.00,"010 GENERAL OPERATING FD","03 MAYOR'S OFFICE-LABOR RELATIONS"
2017,1,"02","02 PURCHASE OF SERVICES","0256","SEMINAR AND TRAINING SESSIONS       0256","010","03",4777.00,17813362.00,17813362.00,17813362.00,1088069.00,5277.00,4777,4777.00,17813362.00,"010 GENERAL OPERATING FD","03 MAYOR'S OFFICE-LABOR RELATIONS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0304","BOOKS AND OTHER PUBLICATIONS        0304","010","03",5560.00,17818922.00,17818922.00,17818922.00,1093629.00,5560.00,5560,5560.00,17818922.00,"010 GENERAL OPERATING FD","03 MAYOR'S OFFICE-LABOR RELATIONS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0320","OFFICE MATERIALS AND SUPPLIES       0320","010","03",1000.00,17819922.00,17819922.00,17819922.00,1094629.00,6560.00,1000,1000.00,17819922.00,"010 GENERAL OPERATING FD","03 MAYOR'S OFFICE-LABOR RELATIONS"
2017,1,"04","04 EQUIPMENT","0420","OFFICE EQUIPMENT                    0420","010","03",1600.00,17821522.00,17821522.00,17821522.00,1096229.00,1600.00,1600,1600.00,17821522.00,"010 GENERAL OPERATING FD","03 MAYOR'S OFFICE-LABOR RELATIONS"
2017,1,"01","01 PERSONAL SERVICES","0100","SALARY CONTROL                      0100","010","04",43828.00,17865350.00,17865350.00,17865350.00,43828.00,43828.00,64143,43828.00,17865350.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0100","SALARY CONTROL                      0100","010","04",20315.00,17885665.00,17885665.00,17885665.00,64143.00,64143.00,64143,64143.00,17885665.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0101","PERM FULL TIME-CIVILIAN             0101","010","04",1258378.00,19144043.00,19144043.00,19144043.00,1322521.00,1322521.00,18589065,1258378.00,19144043.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0101","PERM FULL TIME-CIVILIAN             0101","010","04",10367264.00,29511307.00,29511307.00,29511307.00,11689785.00,11689785.00,18589065,11625642.00,29511307.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0101","PERM FULL TIME-CIVILIAN             0101","010","04",306800.00,29818107.00,29818107.00,29818107.00,11996585.00,11996585.00,18589065,11932442.00,29818107.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0101","PERM FULL TIME-CIVILIAN             0101","010","04",6656623.00,36474730.00,36474730.00,36474730.00,18653208.00,18653208.00,18589065,18589065.00,36474730.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0109","PLUS/MINUS GROSS ADJ                0109","010","04",91251.00,36565981.00,36565981.00,36565981.00,18744459.00,18744459.00,150594,91251.00,36565981.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0109","PLUS/MINUS GROSS ADJ                0109","010","04",44144.00,36610125.00,36610125.00,36610125.00,18788603.00,18788603.00,150594,135395.00,36610125.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0109","PLUS/MINUS GROSS ADJ                0109","010","04",15199.00,36625324.00,36625324.00,36625324.00,18803802.00,18803802.00,150594,150594.00,36625324.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0111","PERM PART TIME                      0111","010","04",10155.00,36635479.00,36635479.00,36635479.00,18813957.00,18813957.00,245802,10155.00,36635479.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0111","PERM PART TIME                      0111","010","04",235647.00,36871126.00,36871126.00,36871126.00,19049604.00,19049604.00,245802,245802.00,36871126.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0121","TEMPORARY/SEASONAL                  0121","010","04",17507.00,36888633.00,36888633.00,36888633.00,19067111.00,19067111.00,93309,17507.00,36888633.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0121","TEMPORARY/SEASONAL                  0121","010","04",75802.00,36964435.00,36964435.00,36964435.00,19142913.00,19142913.00,93309,93309.00,36964435.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0161","OVERTIME-CIVILIAN                   0161","010","04",569192.00,37533627.00,37533627.00,37533627.00,19712105.00,19712105.00,856484,569192.00,37533627.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0161","OVERTIME-CIVILIAN                   0161","010","04",195642.00,37729269.00,37729269.00,37729269.00,19907747.00,19907747.00,856484,764834.00,37729269.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0161","OVERTIME-CIVILIAN                   0161","010","04",91650.00,37820919.00,37820919.00,37820919.00,19999397.00,19999397.00,856484,856484.00,37820919.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0171","HOLIDAY ""G""(2/3 SHIFTS)             0171","010","04",19238.00,37840157.00,37840157.00,37840157.00,20018635.00,20018635.00,50842,19238.00,37840157.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0171","HOLIDAY ""G""(2/3 SHIFTS)             0171","010","04",27768.00,37867925.00,37867925.00,37867925.00,20046403.00,20046403.00,50842,47006.00,37867925.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0171","HOLIDAY ""G""(2/3 SHIFTS)             0171","010","04",3836.00,37871761.00,37871761.00,37871761.00,20050239.00,20050239.00,50842,50842.00,37871761.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0181","SHIFT                               0181","010","04",5178.00,37876939.00,37876939.00,37876939.00,20055417.00,20055417.00,10893,5178.00,37876939.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0181","SHIFT                               0181","010","04",4208.00,37881147.00,37881147.00,37881147.00,20059625.00,20059625.00,10893,9386.00,37881147.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0181","SHIFT                               0181","010","04",1507.00,37882654.00,37882654.00,37882654.00,20061132.00,20061132.00,10893,10893.00,37882654.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0199","SICK PAY(B TIME)-CIVILIAN           0199","010","04",5197.00,37887851.00,37887851.00,37887851.00,20066329.00,20066329.00,28586,5197.00,37887851.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0199","SICK PAY(B TIME)-CIVILIAN           0199","010","04",15679.00,37903530.00,37903530.00,37903530.00,20082008.00,20082008.00,28586,20876.00,37903530.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"01","01 PERSONAL SERVICES","0199","SICK PAY(B TIME)-CIVILIAN           0199","010","04",7710.00,37911240.00,37911240.00,37911240.00,20089718.00,20089718.00,28586,28586.00,37911240.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0209","TELEPHONE                           0209","010","04",10108120.00,48019360.00,48019360.00,48019360.00,30197838.00,10108120.00,12228598,10108120.00,48019360.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0209","TELEPHONE                           0209","010","04",2120478.00,50139838.00,50139838.00,50139838.00,32318316.00,12228598.00,12228598,12228598.00,50139838.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0210","POSTAGE                             0210","010","04",3000.00,50142838.00,50142838.00,50142838.00,32321316.00,12231598.00,3000,3000.00,50142838.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0211","TRANSPORTATION                      0211","010","04",1742.00,50144580.00,50144580.00,50144580.00,32323058.00,12233340.00,12692,1742.00,50144580.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0211","TRANSPORTATION                      0211","010","04",10950.00,50155530.00,50155530.00,50155530.00,32334008.00,12244290.00,12692,12692.00,50155530.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0216","COMMERCIAL OFF-SHELF COMP SOFTWARE  0216","010","04",114004.00,50269534.00,50269534.00,50269534.00,32448012.00,12358294.00,3665904,114004.00,50269534.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0216","COMMERCIAL OFF-SHELF COMP SOFTWARE  0216","010","04",23497.00,50293031.00,50293031.00,50293031.00,32471509.00,12381791.00,3665904,137501.00,50293031.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0216","COMMERCIAL OFF-SHELF COMP SOFTWARE  0216","010","04",1274460.00,51567491.00,51567491.00,51567491.00,33745969.00,13656251.00,3665904,1411961.00,51567491.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0216","COMMERCIAL OFF-SHELF COMP SOFTWARE  0216","010","04",2253943.00,53821434.00,53821434.00,53821434.00,35999912.00,15910194.00,3665904,3665904.00,53821434.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0220","ELECTRIC CURRENT-STRUCTURES/STREETS 0220","010","04",16000.00,53837434.00,53837434.00,53837434.00,36015912.00,15926194.00,16000,16000.00,53837434.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0230","MEALS-NON-TRAVEL & OFFICL ENTERTAIN 0230","010","04",500.00,53837934.00,53837934.00,53837934.00,36016412.00,15926694.00,500,500.00,53837934.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0250","PROFESSIONAL CONSULT/SPEC SERVICES  0250","010","04",74137.00,53912071.00,53912071.00,53912071.00,36090549.00,16000831.00,7519137,74137.00,53912071.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0250","PROFESSIONAL CONSULT/SPEC SERVICES  0250","010","04",7420000.00,61332071.00,61332071.00,61332071.00,43510549.00,23420831.00,7519137,7494137.00,61332071.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0250","PROFESSIONAL CONSULT/SPEC SERVICES  0250","010","04",20000.00,61352071.00,61352071.00,61352071.00,43530549.00,23440831.00,7519137,7514137.00,61352071.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0250","PROFESSIONAL CONSULT/SPEC SERVICES  0250","010","04",5000.00,61357071.00,61357071.00,61357071.00,43535549.00,23445831.00,7519137,7519137.00,61357071.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0251","INFORMATION TECHNOLOGY-PROF SERVICE 0251","010","04",1146513.00,62503584.00,62503584.00,62503584.00,44682062.00,24592344.00,12939327,1146513.00,62503584.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0251","INFORMATION TECHNOLOGY-PROF SERVICE 0251","010","04",4996631.00,67500215.00,67500215.00,67500215.00,49678693.00,29588975.00,12939327,6143144.00,67500215.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0251","INFORMATION TECHNOLOGY-PROF SERVICE 0251","010","04",506887.00,68007102.00,68007102.00,68007102.00,50185580.00,30095862.00,12939327,6650031.00,68007102.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0251","INFORMATION TECHNOLOGY-PROF SERVICE 0251","010","04",6289296.00,74296398.00,74296398.00,74296398.00,56474876.00,36385158.00,12939327,12939327.00,74296398.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0255","DUES                                0255","010","04",25268.00,74321666.00,74321666.00,74321666.00,56500144.00,36410426.00,25367,25268.00,74321666.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0255","DUES                                0255","010","04",99.00,74321765.00,74321765.00,74321765.00,56500243.00,36410525.00,25367,25367.00,74321765.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0256","SEMINAR AND TRAINING SESSIONS       0256","010","04",53102.00,74374867.00,74374867.00,74374867.00,56553345.00,36463627.00,53797,53102.00,74374867.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0256","SEMINAR AND TRAINING SESSIONS       0256","010","04",695.00,74375562.00,74375562.00,74375562.00,56554040.00,36464322.00,53797,53797.00,74375562.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0260","REPAIR AND MAINTENANCE CHARGES      0260","010","04",16137.00,74391699.00,74391699.00,74391699.00,56570177.00,36480459.00,3818322,16137.00,74391699.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0260","REPAIR AND MAINTENANCE CHARGES      0260","010","04",212440.00,74604139.00,74604139.00,74604139.00,56782617.00,36692899.00,3818322,228577.00,74604139.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
2017,1,"02","02 PURCHASE OF SERVICES","0260","REPAIR AND MAINTENANCE CHARGES      0260","010","04",228022.00,74832161.00,74832161.00,74832161.00,57010639.00,36920921.00,3818322,456599.00,74832161.00,"010 GENERAL OPERATING FD","04 MDO-OFFICE OF TECHNOLOGY"
